baterryNo,U,A,T,R,recordtime,recordTime,SOC
5,2045,-648,200,5085,2022/1/15 12:47,01151247,0.9771265
5,2045,-648,201,5085,2022/1/15 12:47,01151247,0.9771265
5,2044,-648,201,5085,2022/1/15 12:47,01151247,0.9771265
5,2044,-648,201,5085,2022/1/15 12:47,01151247,0.9771265
5,2044,-648,201,5085,2022/1/15 12:47,01151247,0.9771265
5,2044,-647,201,5085,2022/1/15 12:48,01151248,0.97745
5,2043,-647,201,5085,2022/1/15 12:48,01151248,0.97745
5,2043,-647,201,5085,2022/1/15 12:48,01151248,0.97745
5,2043,-647,201,5085,2022/1/15 12:48,01151248,0.97745
5,2042,-647,201,5085,2022/1/15 12:48,01151248,0.97745
5,2042,-647,201,5085,2022/1/15 12:48,01151248,0.97745
5,2042,-647,201,5085,2022/1/15 12:49,01151249,0.9777735
5,2042,-647,201,5085,2022/1/15 12:49,01151249,0.9777735
5,2041,-647,201,5085,2022/1/15 12:49,01151249,0.9777735
5,2041,-647,201,5085,2022/1/15 12:49,01151249,0.9777735
5,2040,-648,201,5085,2022/1/15 12:49,01151249,0.9777735
5,2040,-647,201,5085,2022/1/15 12:49,01151249,0.9777735
5,2040,-647,201,5085,2022/1/15 12:50,01151250,0.978097
5,2040,-647,201,5085,2022/1/15 12:50,01151250,0.978097
5,2039,-647,201,5085,2022/1/15 12:50,01151250,0.978097
5,2039,-647,201,5085,2022/1/15 12:50,01151250,0.978097
5,2039,-646,201,5085,2022/1/15 12:50,01151250,0.978097
5,2038,-647,201,5085,2022/1/15 12:50,01151250,0.978097
5,2038,-647,201,5085,2022/1/15 12:51,01151251,0.9784205
5,2038,-647,201,5085,2022/1/15 12:51,01151251,0.9784205
5,2037,-648,201,5085,2022/1/15 12:51,01151251,0.9784205
5,2037,-647,201,5085,2022/1/15 12:51,01151251,0.9784205
5,2037,-647,202,5085,2022/1/15 12:51,01151251,0.9784205
5,2036,-647,202,5085,2022/1/15 12:51,01151251,0.9784205
5,2036,-647,202,5085,2022/1/15 12:52,01151252,0.978744
5,2036,-647,202,5085,2022/1/15 12:52,01151252,0.978744
5,2035,-647,202,5085,2022/1/15 12:52,01151252,0.978744
5,2035,-647,202,5085,2022/1/15 12:52,01151252,0.978744
5,2035,-647,202,5085,2022/1/15 12:52,01151252,0.978744
5,2034,-647,202,5085,2022/1/15 12:52,01151252,0.978744
5,2034,-647,202,5085,2022/1/15 12:53,01151253,0.9790675
5,2034,-647,202,5085,2022/1/15 12:53,01151253,0.9790675
5,2033,-647,202,5085,2022/1/15 12:53,01151253,0.9790675
5,2033,-646,202,5085,2022/1/15 12:53,01151253,0.9790675
5,2032,-646,202,5085,2022/1/15 12:53,01151253,0.9790675
5,2032,-647,202,5085,2022/1/15 12:53,01151253,0.9790675
5,2032,-647,202,5085,2022/1/15 12:54,01151254,0.979391
5,2032,-646,202,5085,2022/1/15 12:54,01151254,0.979391
5,2031,-646,202,5085,2022/1/15 12:54,01151254,0.979391
5,2031,-646,202,5085,2022/1/15 12:54,01151254,0.979391
5,2030,-646,202,5085,2022/1/15 12:54,01151254,0.979391
5,2030,-646,202,5085,2022/1/15 12:54,01151254,0.979391
5,2029,-646,202,5085,2022/1/15 12:55,01151255,0.979714
5,2029,-647,202,5085,2022/1/15 12:55,01151255,0.979714
5,2029,-646,202,5085,2022/1/15 12:55,01151255,0.979714
5,2028,-646,203,5085,2022/1/15 12:55,01151255,0.979714
5,2028,-646,203,5085,2022/1/15 12:55,01151255,0.979714
5,2028,-646,203,5085,2022/1/15 12:55,01151255,0.979714
5,2027,-646,203,5085,2022/1/15 12:56,01151256,0.980037
5,2027,-646,203,5085,2022/1/15 12:56,01151256,0.980037
5,2026,-646,203,5085,2022/1/15 12:56,01151256,0.980037
5,2026,-646,203,5085,2022/1/15 12:56,01151256,0.980037
5,2025,-646,203,5085,2022/1/15 12:56,01151256,0.980037
5,2025,-646,203,5085,2022/1/15 12:56,01151256,0.980037
5,2025,-645,203,5085,2022/1/15 12:57,01151257,0.9803595
5,2024,-645,203,5085,2022/1/15 12:57,01151257,0.9803595
5,2024,-646,203,5085,2022/1/15 12:57,01151257,0.9803595
5,2023,-646,203,5085,2022/1/15 12:57,01151257,0.9803595
5,2023,-646,203,5085,2022/1/15 12:57,01151257,0.9803595
5,2022,-645,203,5085,2022/1/15 12:57,01151257,0.9803595
5,2022,-645,203,5085,2022/1/15 12:58,01151258,0.980682
5,2022,-645,203,5085,2022/1/15 12:58,01151258,0.980682
5,2021,-645,203,5085,2022/1/15 12:58,01151258,0.980682
5,2020,-646,203,5085,2022/1/15 12:58,01151258,0.980682
5,2020,-645,203,5085,2022/1/15 12:58,01151258,0.980682
5,2020,-645,203,5085,2022/1/15 12:58,01151258,0.980682
5,2019,-645,203,5085,2022/1/15 12:59,01151259,0.9810045
5,2019,-645,203,5085,2022/1/15 12:59,01151259,0.9810045
5,2018,-645,203,5085,2022/1/15 12:59,01151259,0.9810045
5,2017,-645,203,5085,2022/1/15 12:59,01151259,0.9810045
5,2017,-645,203,5085,2022/1/15 12:59,01151259,0.9810045
5,2016,-645,203,5085,2022/1/15 12:59,01151259,0.9810045
5,2016,-645,203,5085,2022/1/15 13:00,01151300,0.994227
5,2015,-645,203,5085,2022/1/15 13:00,01151300,0.994227
5,2015,-644,203,5085,2022/1/15 13:00,01151300,0.994227
5,2014,-645,203,5085,2022/1/15 13:00,01151300,0.994227
5,2014,-644,203,5085,2022/1/15 13:00,01151300,0.994227
5,2013,-644,203,5085,2022/1/15 13:00,01151300,0.994227
5,2012,-644,204,5085,2022/1/15 13:01,01151301,0.994549
5,2012,-644,204,5085,2022/1/15 13:01,01151301,0.994549
5,2011,-644,204,5085,2022/1/15 13:01,01151301,0.994549
5,2011,-644,204,5085,2022/1/15 13:01,01151301,0.994549
5,2010,-645,204,5085,2022/1/15 13:01,01151301,0.994549
5,2010,-644,204,5085,2022/1/15 13:01,01151301,0.994549
5,2009,-644,204,5085,2022/1/15 13:02,01151302,0.994871
5,2008,-644,204,5085,2022/1/15 13:02,01151302,0.994871
5,2008,-644,204,5085,2022/1/15 13:02,01151302,0.994871
5,2007,-645,204,5085,2022/1/15 13:02,01151302,0.994871
5,2006,-645,204,5085,2022/1/15 13:02,01151302,0.994871
5,2006,-645,204,5085,2022/1/15 13:02,01151302,0.994871
5,2005,-644,204,5085,2022/1/15 13:03,01151303,0.995193
5,2005,-644,204,5085,2022/1/15 13:03,01151303,0.995193
5,2004,-644,204,5085,2022/1/15 13:03,01151303,0.995193
5,2003,-644,204,5085,2022/1/15 13:03,01151303,0.995193
5,2003,-643,204,5085,2022/1/15 13:03,01151303,0.995193
5,2002,-643,204,5085,2022/1/15 13:03,01151303,0.995193
5,2001,-644,204,5085,2022/1/15 13:04,01151304,0.995515
5,2001,-644,204,5085,2022/1/15 13:04,01151304,0.995515
5,2000,-644,204,5085,2022/1/15 13:04,01151304,0.995515
5,1999,-644,204,5085,2022/1/15 13:04,01151304,0.995515
5,1999,-644,204,5085,2022/1/15 13:04,01151304,0.995515
5,1998,-644,204,5085,2022/1/15 13:04,01151304,0.995515
5,1998,-643,204,5085,2022/1/15 13:05,01151305,0.9958365
5,1997,-643,204,5085,2022/1/15 13:05,01151305,0.9958365
5,1997,-643,204,5085,2022/1/15 13:05,01151305,0.9958365
5,1996,-643,204,5085,2022/1/15 13:05,01151305,0.9958365
5,1996,-643,204,5085,2022/1/15 13:05,01151305,0.9958365
5,1995,-642,204,5085,2022/1/15 13:05,01151305,0.9958365
5,1995,-644,204,5085,2022/1/15 13:06,01151306,0.9961585
5,1994,-644,204,5085,2022/1/15 13:06,01151306,0.9961585
5,1994,-644,204,5085,2022/1/15 13:06,01151306,0.9961585
5,1994,-644,204,5085,2022/1/15 13:06,01151306,0.9961585
5,1993,-643,204,5085,2022/1/15 13:06,01151306,0.9961585
5,1993,-642,204,5085,2022/1/15 13:06,01151306,0.9961585
5,1992,-643,204,5085,2022/1/15 13:07,01151307,0.99648
5,1992,-643,204,5085,2022/1/15 13:07,01151307,0.99648
5,1992,-643,204,5085,2022/1/15 13:07,01151307,0.99648
5,1991,-643,204,5085,2022/1/15 13:07,01151307,0.99648
5,1991,-642,204,5085,2022/1/15 13:07,01151307,0.99648
5,1991,-642,204,5085,2022/1/15 13:07,01151307,0.99648
5,1991,-642,204,5085,2022/1/15 13:08,01151308,0.996801
5,1990,-643,204,5085,2022/1/15 13:08,01151308,0.996801
5,1990,-643,204,5085,2022/1/15 13:08,01151308,0.996801
5,1990,-643,204,5085,2022/1/15 13:08,01151308,0.996801
5,1989,-642,204,5085,2022/1/15 13:08,01151308,0.996801
5,1989,-643,204,5085,2022/1/15 13:08,01151308,0.996801
5,1989,-642,204,5085,2022/1/15 13:09,01151309,0.997122
5,1989,-642,204,5085,2022/1/15 13:09,01151309,0.997122
5,1988,-642,204,5085,2022/1/15 13:09,01151309,0.997122
5,1988,-642,204,5085,2022/1/15 13:09,01151309,0.997122
5,1988,-642,204,5085,2022/1/15 13:09,01151309,0.997122
5,1988,-642,204,5085,2022/1/15 13:09,01151309,0.997122
5,1988,-642,204,5085,2022/1/15 13:10,01151310,0.997443
5,1987,-642,204,5085,2022/1/15 13:10,01151310,0.997443
5,1996,-606,204,5085,2022/1/15 13:10,01151310,0.997443
5,2001,-539,204,5085,2022/1/15 13:10,01151310,0.997443
5,2007,-414,204,5085,2022/1/15 13:10,01151310,0.997443
5,2015,-302,204,5085,2022/1/15 13:10,01151310,0.997443
5,2028,-168,204,5085,2022/1/15 13:11,01151311,0.997527
5,2041,-168,204,5085,2022/1/15 13:11,01151311,0.997527
5,2057,-48,204,5085,2022/1/15 13:11,01151311,0.997527
5,2070,64,204,5085,2022/1/15 13:11,01151311,0.997527
5,2086,159,204,5085,2022/1/15 13:11,01151311,0.997527
5,2098,211,204,5085,2022/1/15 13:11,01151311,0.997527
5,2111,236,204,5085,2022/1/15 13:12,01151312,0.997409
5,2125,236,204,5085,2022/1/15 13:12,01151312,0.997409
5,2133,255,204,5085,2022/1/15 13:12,01151312,0.997409
5,2141,251,204,5085,2022/1/15 13:12,01151312,0.997409
5,2147,250,204,5085,2022/1/15 13:12,01151312,0.997409
5,2151,249,204,5085,2022/1/15 13:12,01151312,0.997409
5,2155,253,204,5085,2022/1/15 13:13,01151313,0.9972825
5,2159,253,204,5085,2022/1/15 13:13,01151313,0.9972825
5,2163,255,204,5085,2022/1/15 13:13,01151313,0.9972825
5,2167,261,204,5085,2022/1/15 13:13,01151313,0.9972825
5,2170,269,204,5085,2022/1/15 13:13,01151313,0.9972825
5,2174,280,204,5085,2022/1/15 13:13,01151313,0.9972825
5,2176,280,204,5085,2022/1/15 13:14,01151314,0.9971425
5,2180,290,204,5085,2022/1/15 13:14,01151314,0.9971425
5,2183,300,204,5085,2022/1/15 13:14,01151314,0.9971425
5,2185,299,204,5085,2022/1/15 13:14,01151314,0.9971425
5,2186,298,204,5085,2022/1/15 13:14,01151314,0.9971425
5,2187,295,204,5085,2022/1/15 13:14,01151314,0.9971425
5,2188,295,204,5085,2022/1/15 13:15,01151315,0.996995
5,2190,300,204,5085,2022/1/15 13:15,01151315,0.996995
5,2190,296,204,5085,2022/1/15 13:15,01151315,0.996995
5,2191,293,204,5085,2022/1/15 13:15,01151315,0.996995
5,2192,295,204,5085,2022/1/15 13:15,01151315,0.996995
5,2192,292,204,5085,2022/1/15 13:15,01151315,0.996995
5,2193,292,204,5085,2022/1/15 13:16,01151316,0.996849
5,2194,296,204,5085,2022/1/15 13:16,01151316,0.996849
5,2194,298,204,5085,2022/1/15 13:16,01151316,0.996849
5,2195,301,204,5085,2022/1/15 13:16,01151316,0.996849
5,2195,299,204,5085,2022/1/15 13:16,01151316,0.996849
5,2196,299,204,5085,2022/1/15 13:16,01151316,0.996849
5,2196,299,204,5085,2022/1/15 13:17,01151317,0.9966995
5,2196,298,204,5085,2022/1/15 13:17,01151317,0.9966995
5,2197,297,204,5085,2022/1/15 13:17,01151317,0.9966995
5,2197,301,204,5085,2022/1/15 13:17,01151317,0.9966995
5,2197,296,204,5085,2022/1/15 13:17,01151317,0.9966995
5,2198,296,204,5085,2022/1/15 13:17,01151317,0.9966995
5,2198,299,204,5085,2022/1/15 13:18,01151318,0.99655
5,2198,297,204,5085,2022/1/15 13:18,01151318,0.99655
5,2198,302,204,5085,2022/1/15 13:18,01151318,0.99655
5,2199,298,204,5085,2022/1/15 13:18,01151318,0.99655
5,2199,298,204,5085,2022/1/15 13:18,01151318,0.99655
5,2199,302,204,5085,2022/1/15 13:18,01151318,0.99655
5,2199,295,204,5085,2022/1/15 13:19,01151319,0.9964025
5,2199,300,204,5085,2022/1/15 13:19,01151319,0.9964025
5,2200,301,204,5085,2022/1/15 13:19,01151319,0.9964025
5,2200,301,204,5085,2022/1/15 13:19,01151319,0.9964025
5,2201,299,204,5085,2022/1/15 13:19,01151319,0.9964025
5,2201,301,204,5085,2022/1/15 13:19,01151319,0.9964025
5,2201,300,204,5085,2022/1/15 13:20,01151320,0.9962525
5,2201,298,204,5085,2022/1/15 13:20,01151320,0.9962525
5,2202,294,204,5085,2022/1/15 13:20,01151320,0.9962525
5,2201,294,204,5085,2022/1/15 13:20,01151320,0.9962525
5,2202,301,204,5085,2022/1/15 13:20,01151320,0.9962525
5,2202,293,204,5085,2022/1/15 13:20,01151320,0.9962525
5,2203,299,204,5085,2022/1/15 13:21,01151321,0.996103
5,2203,298,204,5085,2022/1/15 13:21,01151321,0.996103
5,2203,298,204,5085,2022/1/15 13:21,01151321,0.996103
5,2204,298,204,5085,2022/1/15 13:21,01151321,0.996103
5,2203,298,204,5085,2022/1/15 13:21,01151321,0.996103
5,2204,299,204,5085,2022/1/15 13:21,01151321,0.996103
5,2204,293,204,5085,2022/1/15 13:22,01151322,0.9959565
5,2205,293,204,5085,2022/1/15 13:22,01151322,0.9959565
5,2205,298,204,5085,2022/1/15 13:22,01151322,0.9959565
5,2205,296,204,5085,2022/1/15 13:22,01151322,0.9959565
5,2205,295,204,5085,2022/1/15 13:22,01151322,0.9959565
5,2206,295,204,5085,2022/1/15 13:22,01151322,0.9959565
5,2206,295,204,5085,2022/1/15 13:23,01151323,0.995809
5,2206,303,204,5085,2022/1/15 13:23,01151323,0.995809
5,2206,301,204,5085,2022/1/15 13:23,01151323,0.995809
5,2207,294,203,5085,2022/1/15 13:23,01151323,0.995809
5,2207,302,203,5085,2022/1/15 13:23,01151323,0.995809
5,2207,299,203,5085,2022/1/15 13:23,01151323,0.995809
5,2208,299,203,5085,2022/1/15 13:24,01151324,0.9956595
5,2208,298,203,5085,2022/1/15 13:24,01151324,0.9956595
5,2208,301,203,5085,2022/1/15 13:24,01151324,0.9956595
5,2208,293,203,5085,2022/1/15 13:24,01151324,0.9956595
5,2208,302,203,5085,2022/1/15 13:24,01151324,0.9956595
5,2209,302,203,5085,2022/1/15 13:24,01151324,0.9956595
5,2209,299,203,5085,2022/1/15 13:25,01151325,0.99551
5,2209,296,203,5085,2022/1/15 13:25,01151325,0.99551
5,2209,301,203,5085,2022/1/15 13:25,01151325,0.99551
5,2210,299,203,5085,2022/1/15 13:25,01151325,0.99551
5,2210,299,203,5085,2022/1/15 13:25,01151325,0.99551
5,2210,299,203,5085,2022/1/15 13:25,01151325,0.99551
5,2211,295,203,5085,2022/1/15 13:26,01151326,0.9953625
5,2210,294,203,5085,2022/1/15 13:26,01151326,0.9953625
5,2211,300,203,5085,2022/1/15 13:26,01151326,0.9953625
5,2211,297,203,5085,2022/1/15 13:26,01151326,0.9953625
5,2212,297,203,5085,2022/1/15 13:26,01151326,0.9953625
5,2212,296,203,5085,2022/1/15 13:26,01151326,0.9953625
5,2212,301,203,5085,2022/1/15 13:27,01151327,0.995212
5,2213,299,203,5085,2022/1/15 13:27,01151327,0.995212
5,2212,299,203,5085,2022/1/15 13:27,01151327,0.995212
5,2213,299,203,5085,2022/1/15 13:27,01151327,0.995212
5,2213,301,203,5085,2022/1/15 13:27,01151327,0.995212
5,2213,300,203,5085,2022/1/15 13:27,01151327,0.995212
5,2214,296,203,5085,2022/1/15 13:28,01151328,0.995064
5,2214,303,203,5085,2022/1/15 13:28,01151328,0.995064
5,2214,302,203,5085,2022/1/15 13:28,01151328,0.995064
5,2214,302,203,5085,2022/1/15 13:28,01151328,0.995064
5,2215,291,203,5085,2022/1/15 13:28,01151328,0.995064
5,2216,315,203,5085,2022/1/15 13:28,01151328,0.995064
5,2216,301,203,5085,2022/1/15 13:29,01151329,0.9949135
5,2216,302,204,5085,2022/1/15 13:29,01151329,0.9949135
5,2216,302,204,5085,2022/1/15 13:29,01151329,0.9949135
5,2216,302,204,5085,2022/1/15 13:29,01151329,0.9949135
5,2216,295,204,5085,2022/1/15 13:29,01151329,0.9949135
5,2217,298,204,5085,2022/1/15 13:29,01151329,0.9949135
5,2217,302,204,5085,2022/1/15 13:30,01151330,0.9947625
5,2217,302,204,5085,2022/1/15 13:30,01151330,0.9947625
5,2218,301,204,5085,2022/1/15 13:30,01151330,0.9947625
5,2218,297,204,5085,2022/1/15 13:30,01151330,0.9947625
5,2218,300,204,5085,2022/1/15 13:30,01151330,0.9947625
5,2219,302,204,5085,2022/1/15 13:30,01151330,0.9947625
5,2218,296,204,5085,2022/1/15 13:31,01151331,0.9946145
5,2219,296,204,5085,2022/1/15 13:31,01151331,0.9946145
5,2219,297,204,5085,2022/1/15 13:31,01151331,0.9946145
5,2219,298,204,5085,2022/1/15 13:31,01151331,0.9946145
5,2220,297,204,5085,2022/1/15 13:31,01151331,0.9946145
5,2220,296,204,5085,2022/1/15 13:31,01151331,0.9946145
5,2221,298,204,5085,2022/1/15 13:32,01151332,0.9944655
5,2221,298,204,5085,2022/1/15 13:32,01151332,0.9944655
5,2221,297,204,5085,2022/1/15 13:32,01151332,0.9944655
5,2221,296,204,5085,2022/1/15 13:32,01151332,0.9944655
5,2222,298,204,5085,2022/1/15 13:32,01151332,0.9944655
5,2222,296,204,5085,2022/1/15 13:32,01151332,0.9944655
5,2223,296,204,5085,2022/1/15 13:33,01151333,0.9943175
5,2222,291,204,5085,2022/1/15 13:33,01151333,0.9943175
5,2223,301,204,5085,2022/1/15 13:33,01151333,0.9943175
5,2223,300,204,5085,2022/1/15 13:33,01151333,0.9943175
5,2223,296,204,5085,2022/1/15 13:33,01151333,0.9943175
5,2224,296,204,5085,2022/1/15 13:33,01151333,0.9943175
5,2224,292,204,5085,2022/1/15 13:34,01151334,0.9941715
5,2225,297,204,5085,2022/1/15 13:34,01151334,0.9941715
5,2225,300,204,5085,2022/1/15 13:34,01151334,0.9941715
5,2225,296,204,5085,2022/1/15 13:34,01151334,0.9941715
5,2226,298,204,5085,2022/1/15 13:34,01151334,0.9941715
5,2225,298,204,5085,2022/1/15 13:34,01151334,0.9941715
5,2226,296,204,5085,2022/1/15 13:35,01151335,0.9940235
5,2226,297,204,5085,2022/1/15 13:35,01151335,0.9940235
5,2227,300,204,5085,2022/1/15 13:35,01151335,0.9940235
5,2227,301,204,5085,2022/1/15 13:35,01151335,0.9940235
5,2228,301,204,5085,2022/1/15 13:35,01151335,0.9940235
5,2228,302,204,5085,2022/1/15 13:35,01151335,0.9940235
5,2228,299,204,5085,2022/1/15 13:36,01151336,0.993874
5,2229,299,204,5085,2022/1/15 13:36,01151336,0.993874
5,2228,299,204,5085,2022/1/15 13:36,01151336,0.993874
5,2229,299,204,5085,2022/1/15 13:36,01151336,0.993874
5,2229,298,204,5085,2022/1/15 13:36,01151336,0.993874
5,2230,298,204,5085,2022/1/15 13:36,01151336,0.993874
5,2230,299,204,5085,2022/1/15 13:37,01151337,0.9937245
5,2230,301,204,5085,2022/1/15 13:37,01151337,0.9937245
5,2231,297,204,5085,2022/1/15 13:37,01151337,0.9937245
5,2231,297,204,5085,2022/1/15 13:37,01151337,0.9937245
5,2231,300,204,5085,2022/1/15 13:37,01151337,0.9937245
5,2232,300,204,5085,2022/1/15 13:38,01151338,0.9935745
5,2232,292,204,5085,2022/1/15 13:38,01151338,0.9935745
5,2232,292,204,5085,2022/1/15 13:38,01151338,0.9935745
5,2233,298,204,5085,2022/1/15 13:38,01151338,0.9935745
5,2233,297,204,5085,2022/1/15 13:38,01151338,0.9935745
5,2233,298,204,5085,2022/1/15 13:38,01151338,0.9935745
5,2234,299,204,5085,2022/1/15 13:39,01151339,0.993425
5,2234,301,204,5085,2022/1/15 13:39,01151339,0.993425
5,2235,301,204,5085,2022/1/15 13:39,01151339,0.993425
5,2236,302,204,5085,2022/1/15 13:39,01151339,0.993425
5,2236,296,204,5085,2022/1/15 13:39,01151339,0.993425
5,2236,301,204,5085,2022/1/15 13:39,01151339,0.993425
5,2237,295,204,5085,2022/1/15 13:40,01151340,0.9932775
5,2237,295,204,5085,2022/1/15 13:40,01151340,0.9932775
5,2237,300,204,5085,2022/1/15 13:40,01151340,0.9932775
5,2237,298,204,5085,2022/1/15 13:40,01151340,0.9932775
5,2237,294,204,5085,2022/1/15 13:40,01151340,0.9932775
5,2238,292,204,5085,2022/1/15 13:40,01151340,0.9932775
5,2238,298,204,5085,2022/1/15 13:41,01151341,0.9931285
5,2238,298,205,5085,2022/1/15 13:41,01151341,0.9931285
5,2239,302,205,5085,2022/1/15 13:41,01151341,0.9931285
5,2239,299,205,5085,2022/1/15 13:41,01151341,0.9931285
5,2240,301,205,5085,2022/1/15 13:41,01151341,0.9931285
5,2240,295,205,5085,2022/1/15 13:41,01151341,0.9931285
5,2241,293,205,5085,2022/1/15 13:42,01151342,0.992982
5,2241,293,205,5085,2022/1/15 13:42,01151342,0.992982
5,2241,296,205,5085,2022/1/15 13:42,01151342,0.992982
5,2241,293,205,5085,2022/1/15 13:42,01151342,0.992982
5,2242,301,205,5085,2022/1/15 13:42,01151342,0.992982
5,2242,299,205,5085,2022/1/15 13:42,01151342,0.992982
5,2243,299,205,5085,2022/1/15 13:43,01151343,0.9928325
5,2243,301,205,5085,2022/1/15 13:43,01151343,0.9928325
5,2244,297,205,5085,2022/1/15 13:43,01151343,0.9928325
5,2244,297,205,5085,2022/1/15 13:43,01151343,0.9928325
5,2244,296,205,5085,2022/1/15 13:43,01151343,0.9928325
5,2244,296,205,5085,2022/1/15 13:43,01151343,0.9928325
5,2245,300,205,5085,2022/1/15 13:44,01151344,0.9926825
5,2246,300,205,5085,2022/1/15 13:44,01151344,0.9926825
5,2245,299,205,5085,2022/1/15 13:44,01151344,0.9926825
5,2246,297,205,5085,2022/1/15 13:44,01151344,0.9926825
5,2247,304,205,5085,2022/1/15 13:44,01151344,0.9926825
5,2247,304,205,5085,2022/1/15 13:44,01151344,0.9926825
5,2248,296,205,5085,2022/1/15 13:45,01151345,0.9925345
5,2248,301,205,5085,2022/1/15 13:45,01151345,0.9925345
5,2249,299,205,5085,2022/1/15 13:45,01151345,0.9925345
5,2249,299,205,5085,2022/1/15 13:45,01151345,0.9925345
5,2249,299,205,5085,2022/1/15 13:45,01151345,0.9925345
5,2250,301,205,5085,2022/1/15 13:45,01151345,0.9925345
5,2250,298,205,5085,2022/1/15 13:46,01151346,0.9923855
5,2250,297,205,5085,2022/1/15 13:46,01151346,0.9923855
5,2251,300,205,5085,2022/1/15 13:46,01151346,0.9923855
5,2252,300,205,5085,2022/1/15 13:46,01151346,0.9923855
5,2252,301,205,5085,2022/1/15 13:46,01151346,0.9923855
5,2253,295,205,5085,2022/1/15 13:46,01151346,0.9923855
5,2254,297,205,5085,2022/1/15 13:47,01151347,0.992237
5,2254,304,205,5085,2022/1/15 13:47,01151347,0.992237
5,2254,304,205,5085,2022/1/15 13:47,01151347,0.992237
5,2254,296,205,5085,2022/1/15 13:47,01151347,0.992237
5,2255,299,205,5085,2022/1/15 13:47,01151347,0.992237
5,2255,301,205,5085,2022/1/15 13:47,01151347,0.992237
5,2256,301,205,5085,2022/1/15 13:48,01151348,0.9920865
5,2256,301,205,5085,2022/1/15 13:48,01151348,0.9920865
5,2256,301,205,5085,2022/1/15 13:48,01151348,0.9920865
5,2258,298,205,5085,2022/1/15 13:48,01151348,0.9920865
5,2258,298,205,5085,2022/1/15 13:48,01151348,0.9920865
5,2259,298,205,5085,2022/1/15 13:48,01151348,0.9920865
5,2259,298,205,5085,2022/1/15 13:49,01151349,0.9919375
5,2260,301,205,5085,2022/1/15 13:49,01151349,0.9919375
5,2260,299,205,5085,2022/1/15 13:49,01151349,0.9919375
5,2261,299,205,5085,2022/1/15 13:49,01151349,0.9919375
5,2261,302,205,5085,2022/1/15 13:49,01151349,0.9919375
5,2262,296,205,5085,2022/1/15 13:49,01151349,0.9919375
5,2262,296,205,5085,2022/1/15 13:50,01151350,0.9917895
5,2262,292,205,5085,2022/1/15 13:50,01151350,0.9917895
5,2263,296,205,5085,2022/1/15 13:50,01151350,0.9917895
5,2264,299,205,5085,2022/1/15 13:50,01151350,0.9917895
5,2264,300,205,5085,2022/1/15 13:50,01151350,0.9917895
5,2265,298,205,5085,2022/1/15 13:50,01151350,0.9917895
5,2266,298,205,5085,2022/1/15 13:51,01151351,0.9916405
5,2266,298,205,5085,2022/1/15 13:51,01151351,0.9916405
5,2267,303,205,5085,2022/1/15 13:51,01151351,0.9916405
5,2267,298,205,5085,2022/1/15 13:51,01151351,0.9916405
5,2268,301,205,5085,2022/1/15 13:51,01151351,0.9916405
5,2268,301,205,5085,2022/1/15 13:51,01151351,0.9916405
5,2270,299,205,5085,2022/1/15 13:52,01151352,0.991491
5,2270,298,205,5085,2022/1/15 13:52,01151352,0.991491
5,2270,299,205,5085,2022/1/15 13:52,01151352,0.991491
5,2271,303,205,5085,2022/1/15 13:52,01151352,0.991491
5,2271,303,205,5085,2022/1/15 13:52,01151352,0.991491
5,2272,301,205,5085,2022/1/15 13:52,01151352,0.991491
5,2273,298,205,5085,2022/1/15 13:53,01151353,0.991342
5,2273,296,205,5085,2022/1/15 13:53,01151353,0.991342
5,2202,-629,205,5085,2022/1/15 13:53,01151353,0.991342
5,2105,-629,205,5085,2022/1/15 13:53,01151353,0.991342
5,2084,-642,205,5085,2022/1/15 13:53,01151353,0.991342
5,2077,-645,205,5085,2022/1/15 13:53,01151353,0.991342
5,2073,-647,205,5085,2022/1/15 13:54,01151354,0.9916655
5,2069,-648,205,5085,2022/1/15 13:54,01151354,0.9916655
5,2067,-648,205,5085,2022/1/15 13:54,01151354,0.9916655
5,2065,-648,205,5085,2022/1/15 13:54,01151354,0.9916655
5,2063,-648,206,5085,2022/1/15 13:54,01151354,0.9916655
5,2062,-647,206,5085,2022/1/15 13:54,01151354,0.9916655
5,2060,-648,206,5085,2022/1/15 13:55,01151355,0.9919895
5,2059,-647,206,5085,2022/1/15 13:55,01151355,0.9919895
5,2058,-647,206,5085,2022/1/15 13:55,01151355,0.9919895
5,2057,-647,206,5085,2022/1/15 13:55,01151355,0.9919895
5,2056,-646,206,5085,2022/1/15 13:55,01151355,0.9919895
5,2055,-647,206,5085,2022/1/15 13:55,01151355,0.9919895
5,0,84,0,0,2022/1/15 15:54,01151554,0.9836315
5,2313,84,213,0,2022/1/15 15:54,01151554,0.9836315
5,2313,84,213,0,2022/1/15 15:54,01151554,0.9836315
5,2313,84,213,0,2022/1/15 15:54,01151554,0.9836315
5,2313,83,213,0,2022/1/15 15:55,01151555,0.98359
5,2313,82,213,0,2022/1/15 15:55,01151555,0.98359
5,2314,82,213,0,2022/1/15 15:55,01151555,0.98359
5,2314,82,214,0,2022/1/15 15:55,01151555,0.98359
5,2314,82,214,0,2022/1/15 15:55,01151555,0.98359
5,2313,81,214,0,2022/1/15 15:55,01151555,0.98359
5,2314,81,214,0,2022/1/15 15:56,01151556,0.9835495
5,2314,81,214,0,2022/1/15 15:56,01151556,0.9835495
